SMILES,ID,pH
OC1=CC=CC=C1C2NN=C3C2SC4(N3C5=CC=CC=C5)C(=O)NC6=CC=CC=C46,R12714,7.4
O=C(NC(=S)NC1=CC=CC=C1)NC2=CC=C3N(CC4=CC=CC=C4)C(=O)C(=O)C3=C2,R12715,7.4
CN(C)C(=O)OC1(C)C2=CC=CC=C2C3=C1C(=NC4=CC=C(Br)C=C34)N5C=CN=C5,R12716,7.4
OCC(=O)NCCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12717,7.4
CNC1=CC=C(CC2=CC(=CC=C2)C3=C(O)C4=CC=C(Cl)C=C4NC3=O)C=C1,R12718,7.4
COC1=CC=CC=C1OC(=O)COC(=O)CC2=CC=CC=C2NC3=C(Cl)C=CC=C3Cl,R12719,7.4
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4)C(O)=O)C(F)(F)C(F)(F)F,R12720,7.4
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCN3C(=O)C4=CC=CC=C4C3=O,R12721,7.4
CCN1CCCC1C(N)=O,R12722,7.4
OCCSCCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12723,7.4
OCCOCCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12724,7.4
OCCS(=O)CCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12725,7.4
OCCS(=O)(=O)CCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12726,7.4
OC(=O)CN1C2=C(CN(CC2)C(=O)CC3=CNC4=CC=CC=C34)C5=CC(F)=CC=C15,R12727,7.4
FC(F)(F)C1=CC=C(OC2=CC(C=C3CCN(CC3)C(=O)NC4=NN=CC=C4)=CC=C2)N=C1,R12728,7.4
O=C1C(SCCC2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,R12729,7.4
O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,R12730,7.4
S(CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=C(O)C=C3)C4=CC=CC=C4,R12731,7.4
S(=O)(CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=C(O)C=C3)C4=CC=CC=C4,R12732,7.4
CCC1=C(N(C(=O)C2=CC=CC=C2)C(=O)N1)C(=O)C3=CC=C(C=C3)N4C=CN=C4C,R12733,7.4
OC(=O)CCCC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3,R12734,3.5
CC(CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3)C(O)=O,R12735,3.5
OCCNCCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R12736,7.4
NC1=C2N=C(SC3=CC=C(Cl)C=C3)N(C4OC5COP(=O)(OCC6=CC=CC=C6)OC5C4O)C2=NC=N1,R12737,7.4
ClC1=C(N2N=C(C(=O)NN3CCCCC3)C(=C2C4=CC=C(OC)C=C4)C#N)C=CC(Cl)=C1,R12738,7.4
ClC1=C(N2N=C(C(=O)NN3CCCCC3)C(=C2C4=CC=C(OC)C=C4)C#N)C=CC(Cl)=C1,R12739,7.4
CNCCC1=CC=C(OC(=O)C2=CC=CC=C2)C(OC(=O)C3=CC=CC=C3)=C1,R12740,7.4
COC(=O)C1=CC=CC=C1CN(C(C)=O)C2=CC=CC=C2OC3=CC=CC=C3,R12741,7.4
CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5)C2=N1,R12742,7.4
COC1=CC=C(C=C1)C2=C(C#N)C(=NN2C3=CC=CC=C3Br)C(=O)NN4CCCCC4,R12743,7.4
CCOC1=CC=CC=C1CN(C(C)=O)C2=CC=C(Cl)C=C2OC3=CC=CC=C3,R12744,7.4
CC(C)CCC(=O)CC1N(C(=O)C2=CC=CC=C12)C3=CC=C4C=CC(Cl)=NC4=N3,R12745,7.4
ClC1=CC=C2C(NCC3=NC(=CN3)C4=CC=C(C=C4)N5CCCC5)=CC=NC2=C1,R12746,7.4
CC1=CC=CC=C1C2=CC=CC(CNC3=CC=C(CCC(O)=O)C(F)=C3)=C2,R12747,7.4
COC1=CC=C(OC)C(CN(C(=O)CF)C2=CC=CC=C2OC3=CC=CC=C3)=C1,R12748,7.4
COC(=O)C1=C(C)NC(C)=C(C1C2=C3OCOC3=CC=C2)C(=O)OCC4=CN=CC=C4,R12749,6.9
CC1(C)SC2C(NC(=O)C(C(=O)OC3=CC=CC=C3)C4=CC=CC=C4)C(=O)N2C1C(O)=O,R12750,3
CC1(C)SC2C(NC(=O)C(C(=O)OC3=CC=CC=C3)C4=CC=CC=C4)C(=O)N2C1C(O)=O,R12751,3.9
O=C(N1C=NC=N1)N2CCC(CC2)C(C3=CC4=C(OCO4)C=C3)C5=CC6=C(OCO6)C=C5,R12752,7.4
O=C(C=CC1=C2OCOC2=CC(=C1)N(=O)=O)N3CCC4(CC3)N(CNC4=O)C5=CC=CC=C5,R12753,7.4
OC(C1CCN(CC1)C(=O)N2C=NC=N2)(C3=CC4=C(OCO4)C=C3)C5=CC=C6OCOC6=C5,R12754,7.4
COC1=CC(C=CC(=O)C(CC(O)=O)C(=O)C=CC2=CC(OC)=CC=C2)=CC=C1,R12755,7.4
COC1=CC(C=CC(O)=C(CC(O)=O)C(=O)C=CC2=CC(OC)=C(O)C=C2)=CC=C1O,R12756,7.4
CCOC(=O)C1OC(OC2=CC3=C(C(=O)C=C(O3)C4=CC=C(O)C=C4)C(O)=C2O)C(O)C(O)C1O,R12757,7.4
ClC1=CC2=NC=CC(NCCCNCCNC3=CC=NC4=CC(Cl)=CC=C34)=C2C=C1,R12758,5.5
CN(C)CC(=O)C(OC1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,R12759,7.4
CC1=CC=CC=C1C2=CC=CC(CNC3=CC=C(CCC(O)=O)C=C3)=C2,R12760,7.4
CN1CCC(C(C1)OC(=O)C2=CC=CC=C2)C3=C4OC(C)=CC(=O)C4=C(O)C=C3O,R12761,7.4
CCOC(=O)N1COCC2=C3N=C4C=C5COCN(C(=O)OCC)C5=CC4C=C3C=CC12,R12762,7.4
CCN(CC1=CC=CC=C1)C(=O)CN2C(=O)N(C)C3=CN=C(N=C23)C4=CC=CC=C4,R12763,7.4
COC1=CC=C(C=C1)C2=C(C(N)=O)C(=NN2C3=CC=CC=C3Br)C(=O)NN4CCCCC4,R12764,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCCCC3)C4=CC=C(Cl)C=C4,R12765,7.4
CCCN(CCC)CC(O)C1=CC(=C2C=CC3=CC(Cl)=C(Cl)C=C3C2=C1)C(F)(F)F,R12766,1
COC1=CC=C2N(C(=O)C3=CC=CC(Cl)=C3Cl)C(C)=C(CCN4CCOCC4)C2=C1,R12767,7.4
COC1=CC=C(C=C1)C2=C(C)C(=NN2C3=CC=C(Cl)C=C3Cl)C(=O)NN4CCCCC4,R12768,7.4
COC1=CC=C(C=C1)C2=C(C)C(=NN2C3=CC=C(Cl)C=C3Cl)C(=O)NN4CCCCC4,R12769,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCCCC3)C4=CC=C(F)C=C4,R12770,7.4
FC1=CC=C(C=C1)N2CCN(CCCN3C4=C5C(=CC=CC5=CC=C4)S3(=O)=O)CC2,R12771,7.4
COC1=NC(F)=NC(OC)=C1NC(=O)C2=CC=C(OC3=CC4=C(CCC4(C)C)C=C3C)O2,R12772,7.4
CC1(CCCN1C2=NN3C=CC=C3C(NC4=NNC(=C4)C5CC5)=N2)C(=O)NC6=CC=C(F)N=C6,R12773,7.4
OCCN(CC1=CC=C(O1)/C=C/C(=O)NO)CC2=CC=C(C=C2)C3=CC=CC=C3,R12774,7.4
S1C(C/C(=C\C=2N(C(=NC2)CCCC)CC3=CC=C(C=C3)C(O)=O)/C(O)=O)=CC=C1,R12775,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCCCC3)C4=CC=C(C=C4)N(=O)=O,R12776,7.4
OC(CNCCC1=CC=NC=C1)COC2=CC=C(C=C2)C3=NC=C(N3)C4=CC=CS4,R12777,7.4
COC1=C(OC)C(C=CC(=O)N2CCC(CC2)N3C(=O)NC4=CC=CC=C34)=CC(=C1)N(=O)=O,R12778,7.4
CC1=NC2=CC=C(NC3=NC(=NC4=CC=CC=C34)C5CCCC5)C=C2N1CC=C,R12779,7.4
CC1=NC2=CC(NC3=NC(=NC4=CC=CC=C34)C5CCCC5)=CC=C2N1CC=C,R12780,7.4
CCCC1=NC(CC)=C(C=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4,R12781,7.4
CC1=NC2=CC=C(NC3=NC(=NC4=CC=CC=C34)N5CCOCC5)C=C2N1CC=C,R12782,7.4
CC1=NC2=CC(NC3=NC(CN4CCOCC4)=NC5=CC=CC=C35)=CC=C2N1CC=C,R12783,7.4
CCCC1=NC(CC)=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4)C(O)=O,R12784,7.4
OCCC1=CC=C(C=C1)C2=CC=CC(OCCC3=CC=CC=C3)=C2,R12785,7.4
FC1=CC=C(C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C(I)=C1,R12786,7.4
FC1=CC=C2NC3=C(CN(CC3)C(=O)C4CCCCC4C(=O)NC5(CC5)C#N)C2=C1,R12787,7.4
OCCN1CCN(CCC=C2C3=CC(=CC=C3SC4=C2C=CC=C4)C(F)(F)F)CC1,R12788,7
OCCN1CCN(CCC=C2C3=CC(=CC=C3SC4=C2C=CC=C4)C(F)(F)F)CC1,R12789,5
OCCN1CCN(CCC=C2C3=CC(=CC=C3SC4=C2C=CC=C4)C(F)(F)F)CC1,R12790,8
COC1=CC=C2CC3C4CCC5=C(I)C(O)=CC=C5C4CCC3(C)C2=C1,R12791,7.4
COC1=CC=C2CC3C4CCC5=C(C=C(I)C(O)=C5)C4CCC3(C)C2=C1,R12792,7.4
CN(C)CCC(C1=CC=CC=C1)C2=CC=C(C=C2)C3=CC=CC=C3,R12793,7.4
CC(NCCC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,R12794,7.4
CN(C)CCC(C1=CC=CC=C1)C2=CC=C(C=C2)C3=CC=C(O)C=C3,R12795,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCCC3)C4=CC=C(C)C=C4,R12796,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCCCC3)C4=CC=CC=C4,R12797,7.4
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN3CCOCC3)C4=CC=C(C)C=C4,R12798,7.4
CN(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)CC3=CC=CC=C3,R12799,7.4
O=C(CCC1=C2OCOC2=CC=C1)N3CCC4(CC3)N(CNC4=O)C5=CC=CC=C5,R12800,7.4
COC(=O)NC(CC1=CC=C(NC(N)=N)C=C1)P(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,R12801,7.4
CNC(=O)C1=CC=C(C=C1)C2=NOC(CC3=CC4=C(NC=C4CCN(C)C)C=C3)=N2,R12802,7.4
CC(OC(C)=O)OC(=O)C(C)(C)OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1,R12803,7.4
CC(=O)OCCOC(=O)C(C)(C)OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1,R12804,7.4
CN1C(C)=NC=C1C2CCN(CC2)C(=O)CCS(=O)(=O)C3=CC=C4C=C(Cl)C=CC4=C3,R12805,7.4
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,R12806,6
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,R12807,7.4
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,R12808,7.4
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,R12809,7.4
FC1=CC=C2OCC(=O)N(CCN3CCC(CC3)NCC4=NC5=C(OCC(=O)N5)C=C4)C2=C1,R12810,7.4
NC(CN1C(=O)C=NC2=CC=C(F)C=C12)C3CCC(CC3)NCC4=NC=C5OCC(=O)NC5=N4,R12811,7.4
O=C1CCC(C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C4=CC=CC=C4,R12812,7.4
COC1=C(OC)C=C2C(=C1)N3C4C5C(CC3=O)OCC=C6CN7CCC24C7CC56,R12813,7.3
COC1=C(OC)C=C2C(=C1)N3C4C5C(CC3=O)OCC=C6CN7CCC24C7CC56,R12814,7.4
CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CC3=CC=CC=C3CC2C(O)=O,R12815,6.7
C(CN1CCOCC1)NC2=NN=C(C=C2CC3=CC=CC=C3)C4=CC=CC=C4,R12816,12
CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)CC(N)CN2C=CC3=CC=CC=C23)C(O)=O,R12817,7
CCOC(=O)CCN1CC(=O)N(C)C2=C(C=C(OCC3=CC=C(C=C3)C(N)=N)C=C2)C1=O,R12818,7.4
CN(C)C1CCN(C1)C2=C(C3=CC=CC=C3)C(C)=C(C#N)C4=NC(=NC24)C5CC5,R12819,6.8
COC1=CC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C2C=C1OCCCN4CCN(C)CC4,R12820,7
CC1=C(CCN2CCC(CC2)C3=NOC4=CC(F)=CC=C34)C(=O)N5CCCCC5=N1,R12821,7.4
COC1=C(OC)C(=CC(I)=C1)C(=O)NC2CC3CCC(C2)N3CC4=CC=CC=C4,R12822,6.5
COC1=C(OC)C(=CC(I)=C1)C(=O)NC2CC3CCC(C2)N3CC4=CC=CC=C4,R12823,7
COC1=C(OC)C(=CC(I)=C1)C(=O)NC2CC3CCC(C2)N3CC4=CC=CC=C4,R12824,7.4
CCCCCCCCCN1C=CC(C=C1)=C2C(=O)C3=C(C=CC=C3)C2=O,R12825,7.4
CCN(CC)CC1=C2OC(=C(C)C(=O)C2=CC=C1OC)C3=CC=C(C)C=C3,R12826,7.4
COC1=CC(OC)=C(CN2CCCCC2)C(O)=C1C(=O)C=CC3=CC=CC=C3,R12827,7.4
CCC(=O)OC1C=CC2C3CC4=CC=C(OC(=O)CC)C5=C4C2(CCN3C)C1O5,R12828,7.4
CCCC(=O)OCC1=C2C(CCN2C3=C1C(=O)C(C(C)=O)=C(C)C3=O)OC(=O)CCC,R12829,7.4
CCOC(=O)NC1CCC2=CC(OC)=C(OC)C(OC)=C2C3=CC=C(OC)C(=O)C=C13,R12830,7
CN1CCC23C4OC5=C2C(CC1C3C=CC4OC6OC(C(O)C(O)C6O)C(O)=O)=CC=C5O,R12831,7.4
CN1CCC23C4OC5=C2C(CC1C3C=CC4O)=CC=C5OC6OC(C(O)C(O)C6O)C(O)=O,R12832,7.4
COC1=CC=C(OC(=O)NCCCC(C)NC2=CC(OC)=CC3=CC=CN23)C=C1,R12833,7.4
COC1=CC=CC(OC2=C(OCCO)N=CN=C2NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C)=C1,R12834,6.5
CN(C)C1C2CC3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O,R12835,6.6
CN(C)C1C2CC3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O,R12836,7
CN(C)C1C2CC3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O,R12837,7.5
O[C@@]12[C@@H](C[C@H]3C(C1=O)=C(O)C4=C(C3)C=CC(N(C)C)=C4O)[C@H](N(C)C)C(=O)C(=C2O)C(=O)N,R12838,6.6
CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CSC3=CC=NC=C3)C2=O)C(=O)OCOC(=O)C(C)(C)C,R12839,4.6
CN(C)CCC1=CNC2=C1C=C(CC3=NC(CC4=CC=C(NS(C)(=O)=O)C=C4)=NO3)C=C2,R12840,7.4
CCOC(=O)CCN1CC(=O)N(C)C2=C(C=C(NCC3=CC=C(C=C3)C(N)=N)C=C2)C1=O,R12841,7.4
CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C4=CC=CC=C4)C(=O)C1=O,R12842,7.4
CC(C)CC(NC(C)=O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CC1=CC=CC=C1)C(N)=O,R12843,10
COC1=CC=C2N=NC(=O)N(CCN3CCC(CC3)NCC4=CC=C5OCC(=O)NC5=N4)C2=C1,R12844,7.4
COC1=C(OC)C=C(CCNCC(O)COC2=C(Br)C=C(C=C2)C3=NC=C(C)N3)C=C1,R12845,7.4
COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(C=C2)C3=NC(Br)=C(C)N3)C=C1,R12846,7.4
FCCOC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC3CCCCC3,R12847,7
CC(=O)OCCN1CCN(CCCN2C3=CC(Cl)=CC=C3SC4=C2C=CC=C4)CC1,R12848,4.3
COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(C=C2)C3=NC(Cl)=C(C)N3)C=C1,R12849,7.4
COC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,R12850,8
COC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,R12851,8
COC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,R12852,7.4
COC1=CC=C(Cl)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,R12853,5.5
CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)C2=C3C=CNC3=NC=N2)C4=CC=C(Cl)C=C4,R12854,7.4
FCCOC1=CC=C(I)C=C1C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC3CCCCC3,R12855,7
FCCCCC1OC2(CCN(CC3=CC=CC=C3)CC2)C4=CC=CC=C14,R12856,7.2
FCCCCC1OC2(CCN(CC3=CC=CC=C3)CC2)C4=CC=CC=C14,R12857,7.2
OCCN1CCCN(CCCN2C3=CC(=CC=C3SC4=C2C=CC=C4)C(F)(F)F)CC1,R12858,4.3
CCOC1=CC=CC=C1NC(=O)OCC(O)CN2CCN(CC2)C3=CC(=CC=C3)C(F)(F)F,R12859,7
CCOC1=CC=CC(NC(=O)OCC(O)CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)=C1,R12860,7
CCOC1=CC=C(NC(=O)OCC(O)CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)C=C1,R12861,7
CC1=CC=CC=C1C2CCN(CC3CCC4=CC=CN=C4C(=O)C3)CC2,R12862,7.4
CC(C)N(CCCN1C=CC(C=C1)=C2C(=O)C3=C(C=CC=C3)C2=O)C(C)C,R12863,7.4
COC1=C(OC)C=C2C(=C1)N3C4C5C(CC3=O)OCCC6CN7CCC24C7CC56,R12864,7.3
COC1=C(OC)C=C2C(=C1)N3C4C5C(CC3=O)OCCC6CN7CCC24C7CC56,R12865,7.4
COC1=CC(OC)=C(CN2CCN(C)CC2)C(O)=C1C(=O)C=CC3=CC=CC=C3,R12866,7.4
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=C(O)C=C2)C(O)=O,R12867,7
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=C(O)C=C2)C(O)=O,R12868,1
CC1=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC34CC5CC(CC(C5)C3)C4)=CC=C1,R12869,7.4
O=C1COC2=CC=CC=C2N1CCN3CCC(CC3)NCC4=CC5=C(OCCO5)C=N4,R12870,7.4
COC1=CC=C(CCNCC(O)COC2=CC=C(C=C2)C3=NC=C(N3)C(N)=O)C=C1OC,R12871,7.4
CC(NC(C)=O)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC2=CC=CC=C2)C(N)=O,R12872,7
COC1=CC=C2N=CC(=O)N(CCN3CCC(CC3)NCC4=CC5=C(OCCO5)C=N4)C2=N1,R12873,7.4
O=C(NCCCNC(=O)NC1=CC=C(C=C1)C2=NCCN2)NC3=CC=C(C=C3)C4=NCCN4,R12874,1
ClC1=CC=C2C(NCCCCCCCCCCNC3=NC(Cl)=CC=N3)=CC=NC2=C1,R12875,7.4
CC1=CC(F)=CC=C1C2CCN(CC3CCC4=CC=CN=C4C(O)C3)CC2O,R12876,7.4
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,R12877,7.4
CCCN(CCC)CCOC1=CC=C(C(=O)C=CC2=CC=CC=C2)C=C1,R12878,7.4
CCN(CC)CCCCOC1=CC=C(C(=O)C=CC2=CC=CC=C2)C=C1,R12879,7.4
CC12CCC3C(C1CCC24CCC(=O)O4)C(CC5=CC(=O)CCC35C)C#N,R12880,7.4
CCCCCC(=O)OC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,R12881,7.4
OCCN1CCN(CCCN2C3=CC=CC=C3C=CC4=C2C=CC=C4)CC1,R12882,6
OCCN1CCN(CCCN2C3=CC=CC=C3C=CC4=C2C=CC=C4)CC1,R12883,5
NC(=O)C(CCN1CC2CCC1CC2)(C3=CC=CC=C3)C4=NC=CC=C4,R12884,7.4
OC1=C(CN2CCCC2)C=C(C=C1CN3CCCC3)C(=O)NC4=CC=CC=C4,R12885,7
OC1=C(CN2CCCC2)C=C(C=C1CN3CCCC3)C(=O)NC4=CC=CC=C4,R12886,11
CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN4CCN(CCO)CC4)C2=C1,R12887,7.4
CN(C)S(=O)(=O)C1=CC=C2SC3=C(C=CC=C3)C(=CCCN4CCN(C)CC4)C2=C1,R12888,5
CC(C)C(NC(=O)C(N)CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(O)=O,R12889,7
OC12CC3CC(C1)C(NC(=O)C4=C(N=C(OC5CC(C5)C#N)S4)C6CCCO6)C(C3)C2,R12890,7.4
COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(C=C2)C3=NC=C(CO)N3)C=C1,R12891,7.4
COC1=C(OC)C=C(CCNCC(O)COC2=CC=C(OCC3=NC=CN3)C=C2)C=C1,R12892,7.4
CC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=C(O)C=C2)C(O)=O,R12893,7
CC(C)C(NC(=O)C(N)CC1=CC(O)=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(O)=O,R12894,7
CCCCC1=C(N2CCC(C2)N(C)C)N3C4=CC=CC=C4N=C3C(C#N)=C1C,R12895,6.8
CCNC(=O)C(CC1=CNC2=CC=CC=C12)NP(O)(=O)OCC3OC(CC3N=N#N)N4C=C(C)C(=O)NC4=O,R12896,7
C1(=C2C(=NC=3C1=CC=C(C3)Cl)C=CC(=C2)OC)NC(CCCN(CC)CC)C,R12897,7.4
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC3=C1C=C(OC)C=C3,R12898,4.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC3=C1C=C(OC)C=C3,R12899,5
COC1=CC=C(CCN2CCN(CCCC3=CC(Cl)=C(Cl)C=C3)CC2)C=C1OC,R12900,7.4
CNC1=CC=C(C=CC2=CC=C(OCCOCCOCCOCCF)C=C2)C=C1,R12901,7.4
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC(O)=O,R12902,7.4
CC1=CC=CC=C1C2CCN(CC3CCC4=CC=CN=C4C(O)C3)CC2,R12903,7.4
CC1=CC=CC=C1C2CCN(CC3CCC4=CC=CN=C4C(O)C3)CC2O,R12904,7.4
OC(CNCCNC(=O)CC1=CC=CC=C1)COC2CCCC3=CC=CC=C23,R12905,7
CN(CCCSCCOCCC1=CC=CC=C1)CCC2=C3SC(=O)NC3=C(O)C=C2,R12906,7.4
COC1=CC=C2C(CCCCC23CC(=O)N(CC(=O)CCN4CCCCC4)C3=O)=C1,R12907,7.4
COC1=CC=C2C(CCCCC23CC(=O)N(CC(=O)CCN4CCCCC4)C3=O)=C1,R12908,7.4
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN3CCN(C)CC3,R12909,5
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN3CCN(C)CC3,R12910,7.4
CC1=CN(C2CC(N=N#N)C(COP(=O)(OCCSC(=O)C(C)(C)C)OC3=CC=CC=C3)O2)C(=O)NC1=O,R12911,7.2
CC1=CN(C2CC(N=N#N)C(COC(=O)CNC(=O)C34CC5CC(CC(C5)C3)C4)O2)C(=O)NC1=O,R12912,7
CC12CCC3C(C4CC4C5=CC(=O)CCC35C)C1CCC26CCC(=O)O6,R12913,7.4
CC12CCC3C(C4CC4C5=CC(=O)CCC35C)C1CCC26CCC(=O)O6,R12914,7.4
CC12CCC3C(C1CCC24CCC(=O)O4)C(CC5=CC(=O)CCC35C)C(O)=O,R12915,7.4
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCCl,R12916,7.4
CN1C=CCC(=C1)C(=O)NCCOC(=O)CCCC2=CC=C(C=C2)N(CCCl)CCCl,R12917,7.4
COC1=CC=C(CCN2CCN(CCC3=CC=C(F)C=C3)CC2)C=C1OC,R12918,7.4
CC(C)(C)C1=CC=C(C=C1)C(CCN2CCCC2)C3=CC=CC=C3,R12919,7.4
CCC1=CC=C(OCC2=CC=CC=C2CCCN3CCC(O)CC3)C=C1,R12920,8
CCC1=CC=C(OCC2=CC=CC=C2CCCN3CCC(O)CC3)C=C1,R12921,8
CCOC1=CC=C(OCC2=CC=CC=C2CCCN3CCC(O)CC3)C=C1,R12922,8
CCOC1=CC=C(OCC2=CC=CC=C2CCCN3CCC(O)CC3)C=C1,R12923,8
CCOC1=CC(OCC2=CC=CC=C2CCCN3CCC(O)CC3)=CC=C1,R12924,8
CCOC1=CC(OCC2=CC=CC=C2CCCN3CCC(O)CC3)=CC=C1,R12925,8
CCOC1=CC=CC=C1OCC2=CC=CC=C2CCCN3CCC(O)CC3,R12926,8
CCOC1=CC=CC=C1OCC2=CC=CC=C2CCCN3CCC(O)CC3,R12927,8
CC(C)NCC(COC1=CC=CC2=CC=CC=C12)OC(=O)C3CCCCC3,R12928,4
COC1=C(CC=C(C)CCC(=O)OCCN2CCOCC2)C(O)=C3C(=O)OCC3=C1C,R12929,7.4
COC1=C(CC=C(C)CCC(=O)OCCN2CCOCC2)C(O)=C3C(=O)OCC3=C1C,R12930,7.5
CCCCCC1=CC=C(OCC2=CC(=CC=C2)N3C(N)=NC(N)=NC3(C)C)C=C1,R12931,6
CCCN(CCC)CC1=CC=C(C=C1)C(=O)OCCOCN2C=NC3=C2N=C(N)NC3=O,R12932,7.4
