SMILES,ID,pH
CCCN(CCC)CC1=CC(=CC=C1)C(=O)OCCOCN2C=NC3=C2N=C(N)NC3=O,R12933,7.4
CCN1CCN(CC1)S(=O)(=O)C2=CC(=C(O)N=C2)C3=NC4=C5C(CCOC)CCCN5N=C4C(=O)N3,R12934,7.4
ClC1=CC2=NC=CC(NCCCN3CCN(CCCNC(=O)C4CC4)CC3)=C2C=C1,R12935,5
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,R12936,7.4
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCO,R12937,7.4
CC(C)(C)C1=CC=C(CN(CCN2CCCC2)C3=CC=CC=C3)C=C1,R12938,7.4
CCN(CC)CCCN(C(=O)CC1=CC=CC=C1)C2=C(C)C=CC=C2C,R12939,4.8
CCOC(=O)C(CCN(C(C)C)C(C)C)(C1=CC=CC=C1)C2=NC=CC=C2,R12940,7.4
COC1=CC=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1OC,R12941,7.4
CCCNC(=O)OC1=C2CCC(CC2=CC=C1)N(CCC)CCC3=CC=CS3,R12942,4.3
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCCCN3CCN(C)CC3,R12943,7.4
COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCCCN3CCN(C)CC3,R12944,5
CCCCCCCCN(CC1=CC=C(O1)/C=C/C(=O)NO)CC2=CC=CC=C2,R12945,7.4
O(C[C@@H]([C@H](CC)C(OCC1=CC=C(C=C1)C)=O)CC=2N(C=NC2)C)C(=O)CCC,R12946,7.4
CCCCC(=O)OCC(CC1=CN=CN1C)C(CC)C(=O)OCC2=CC=CC=C2,R12947,4.2
CCCCC(=O)OCC(CC1=CN=CN1C)C(CC)C(=O)OCC2=CC=CC=C2,R12948,5
CCCCC(=O)OCC(CC1=CN=CN1C)C(CC)C(=O)OCC2=CC=CC=C2,R12949,6
O=C(N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCC2)[C@@H](N[C@@H](CCC3=CC=CC=C3)C(OCC)=O)C,R12950,7
O=C(N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCC2)[C@@H](N[C@@H](CCC3=CC=CC=C3)C(OCC)=O)C,R12951,1
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(O)=O,R12952,6.7
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(O)=O,R12953,7.4
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(O)=O,R12954,5.5
OC12CC3CC(C1)C(NC(=O)C4=C(N=C(OC5CCOCC5)S4)C6CCCO6)C(C3)C2,R12955,7.4
CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)NC(C=O)C(O)C(O)C(O)CO,R12956,7.4
CC(C)N(CCC(C(=O)NNC(C)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,R12957,7.4
COC(=O)C(CCC(=O)NC(CS)C(=O)NCC(=O)NC(CC1=CC(O)=C(O)C=C1)C(OC)=O)NC(C)=O,R12958,7.4
COC(=O)CNC(=O)C(CS)NC(=O)CCC(NC(=O)C(CC1=CC=C(O)C(O)=C1)NC(C)=O)C(=O)OC,R12959,7.4
CC(C)CC(NC(=O)C(CC1=CNC=N1)NC(=O)C(CC2=CC=CC=C2)NC(C)=O)C(N)=O,R12960,10
CCC(C)C(NC(=O)C(CC1=CNC=N1)NC(C)=O)C(=O)NC(CC2=CC=CC=C2)C(N)=O,R12961,10
NC(=O)C1CCCN1C(=O)C(CC2=CN(C=N2)C(=O)OC3CCCCC3)NC(=O)C4CCC(=O)N4,R12962,7.4
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C5=CC(=O)OC5,R12963,7.4
CC1CC2C3CCC4=CC(=O)CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCN,R12964,7.4
CCC(CC)(NC(=O)C1=CC=C(N2CC(C2)OC)C(OCC3CC3)=N1)C(=O)N4CC(F)C4,R12965,7.4
CCNC(=O)C(O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,R12966,7.4
CCNC(=O)C(CCN(C(C)C)C(C)C)(C1=CC=CC=C1)C2=NC=CC=C2,R12967,7.4
CCCCCCCOC1=CC(NC(=O)OC2CCCCC2N3C=CN=C3)=CC=C1,R12968,7.3
CCCCCCCOC1=CC(NC(=O)OC2CCCCC2N3C=CN=C3)=CC=C1,R12969,7.3
CC(NC(C)=O)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)NC(C)(C)C,R12970,7.3
CC(NC(C)=O)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)NC(C)(C)C,R12971,7.2
CCOC1=C(C=C(C=N1)S(=O)(=O)N2CCN(CC)CC2)C3=NC4=C(CC)N(CCOC)N=C4C(=O)N3,R12972,7.4
P(O)(=O)(CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(O)=O)CCCCC3=CC=CC=C3,R12973,7
P(O)(=O)(CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(O)=O)CCCCC3=CC=CC=C3,R12974,2
CN(C)CCCCN(CC1=CC=C(C=C1)C(C)(C)C)C2=CC=CC=C2,R12975,7.4
CC(C)N(CCC(C(=O)N(C)C)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,R12976,7.4
CCOCCN1C(=NC2=CC=CC=C12)N3CCCN(CCCCN4C=CC=N4)CC3,R12977,7.4
CCOCCN1C(CN2CCN(CCCCN3C=CC=N3)CC2)=NC4=CC=CC=C14,R12978,7.4
CCCCCCOC(=O)N1C=NC(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(N)=O)=C1,R12979,7.4
CC12CCC3C(CCC4CC(O)CCC34C)C1(O)CCC2C5=CC(=O)OC5,R12980,7.4
O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O)CC4)C)C[C@@H](O)[C@@]1([C@H](CC2)C=5COC(=O)C5)C,R12981,7.4
CC12CCC3C(CCC4CC(O)CCC34C)C1(O)CC(O)C2C5=CC(=O)OC5,R12982,7.4
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,R12983,7
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,R12984,5
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,R12985,5
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,R12986,7
CCC(CC)(NC(=O)C1=CC=C(N2CC(C2)OC)C(OCC3CC3)=N1)C(=O)NCCCF,R12987,7.4
COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CN(CCOCCOCCOCCF)N=N2)C(C(C)C)C(=O)NO,R12988,7.4
CCCCCOC1=CC=CC(NC(=O)OC2CCCC(C2)N3CCCCC3)=C1,R12989,7.3
CCCCCOC1=CC=C(NC(=O)OC2CCCC(C2)N3CCCCC3)C=C1,R12990,7.3
CCCCCOC1=CC(NC(=O)OC2CCCCC2N3CCCCC3)=CC=C1,R12991,7.3
CCCCCCOC1=CC(NC(=O)OC2CCCC(C2)N3CCCC3)=CC=C1,R12992,7.3
CCCCCCOC1=CC=C(NC(=O)OC2CCCC(C2)N3CCCC3)C=C1,R12993,7.3
COC1=CC=CC=C1N2CCN(CCNCC(O)CON=C(C3CC3)C4CC4)CC2,R12994,7.4
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R12995,7
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R12996,5
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R12997,2
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R12998,7
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R12999,5
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R13000,2
O([C@@H]1[C@@H]2C([C@H](C=CC2=C[C@@H](O)C1)C)CC[C@@H](O)C[C@@H](O)CC(O)=O)C(=O)[C@H](CC)C,R13001,7.4
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,R13002,7.4
CCC(C)C(NC(=O)C(CCCCN)NC(C)=O)C(=O)NC(CC1=CC=CC=C1)C(N)=O,R13003,10
CC(C)CC(NC(C)=O)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(N)=O,R13004,10
CC(C)CN(C(N)=O)C(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)NC(C)=O,R13005,10
CCC(C)C(NC(=O)C(CCCNC(N)=N)NC(C)=O)C(=O)NC(C(N)=O)CC=1C=CC=CC1,R13006,10
CCC(C)C(NC(C)=O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCNC(N)=N)C(N)=O,R13007,10
CC(C)CC(NC(C)=O)C(=O)NC(CC1=CC=CC=C1)C(NC(C(N)=O)CCCNC(N)=N)=O,R13008,10
C(C(CC1=CC=CC=C1)NC(=O)C(CCCNC(N)=N)NC(C)=O)(NC(C(N)=O)CC(C)C)=O,R13009,10
CCN(CC)CCCN(C(=O)CC1CCCCC1)C2=C(C)C=CC=C2C,R13010,4.8
CCCCCCCCN1CCC2=C(C)C=C(C)C(NC(=O)C(C)(C)C)=C12,R13011,7
CCCCCCCCCOC1=CC=CC=C1NC(=O)OCCN2CCCCC2,R13012,7.3
CCCCCCCCCOC1=CC=CC=C1NC(=O)OCCN2CCCCC2,R13013,7.3
CCCCCCCCCOC1=CC=C(NC(=O)OCCN2CCCCC2)C=C1,R13014,7.3
CCCCCCCCCOC1=CC(NC(=O)OCCN2CCCCC2)=CC=C1,R13015,7.3
CCCCCOC1=CC(=CC=C1)N(CCC)NC(=O)OC(C)CN2CCCCC2,R13016,7.1
CCCCCCOC1=CC(=CC=C1)N(CC)C(=O)OC(C)CN2CCCCC2,R13017,7.1
CCCCCCCCCCCCCCCCC1=CC(C(O)=O)=C(O)C=C1,R13018,7.2
CCCCCCCCCCCCC1=CC=CC(=C1)N2C(N)=NC(N)=NC2(C)C,R13019,7.4
CCCCCCCCCCCCC1=CC=CC(=C1)N2C(N)=NC(N)=NC2(C)C,R13020,7.4
CCCCCCCCCCCCOC1=CC(=CC=C1)N2C(N)=NC(N)=NC2(C)C,R13021,7.4
CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)COP(O)(O)=O,R13022,5
CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)COP(O)(O)=O,R13023,7.4
CCCCCOC1=CC(C)=C(NC(=O)OCCN(CCCC)CCCC)C=C1,R13024,7.1
CCCCC(C)CC(O)C=CC1C(O)CC2CC(CCOCC(=O)OC)CC12,R13025,7.4
CCCCCC=CCC=CCC=CCC=CCCCCOC(CO)COP(O)(O)=O,R13026,7.4
O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)CC(C)C,R13027,7
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCOC(COP(O)(O)=O)COP(O)(O)=O,R13028,7.4
O=C(N[C@@H]([C@H](CC)C)C(=O)NCC(=O)N[C@@H](C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)[C@H](CC)C,R13029,7
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CC(C)C)C)[C@H](CC)C,R13030,7
O=C(N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)CC(C)C,R13031,7
S(CC[C@H](N)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(O)=O)C,R13032,7
COC1=CC=C(C=C1)C2NN=C3C2SC4(N3C5=CC=C(Cl)C=C5)C(=O)NC6=CC=CC=C46,R13033,7.4
ClC1=CC=C(C2=NN=C(CN3N=C(C4=CC=CC=C4)C(=NC3=O)C5=CC=CC=C5)O2)C(Cl)=C1,R13034,7.4
ClC1=CC=C(OC2=NN=C(CN3N=C(C4=CC=CC=C4)C(=NC3=O)C5=CC=CC=C5)O2)C(Cl)=C1,R13035,7.4
ClC1=CC=C(C=C1)C2=NN=C(CN3N=C(C4=CC=CC=C4)C(=NC3=O)C5=CC=CC=C5)O2,R13036,7.4
N=C1C=C2N(C3=CC=CC=C3)C4=CC=CC=C4N=C2C=C1NC5=CC=CC=C5,R13037,5.2
N=C1C=C2N(C3=CC=CC=C3)C4=CC=CC=C4N=C2C=C1NC5=CC=CC=C5,R13038,5.2
O=C1N=C(C2=CC=CC=C2)C(=NN1CC3=NN=C(O3)C4=CC=CC=C4N(=O)=O)C5=CC=CC=C5,R13039,7.4
O=C1N=C(C2=CC=CC=C2)C(=NN1CC3=NN=C(O3)C4=CC=C(C=C4)N(=O)=O)C5=CC=CC=C5,R13040,7.4
OC(=O)C1=CC=C(C=C1)N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=C(Cl)C=C6,R13041,7.4
OC(=O)C1=CC(C=CC2=CC(I)=C(C=CC3=CC(C(O)=O)=C(O)C=C3)C=C2)=CC=C1O,R13042,7.4
O=C1N=C(C2=CC=CC=C2)C(=NN1CC3=NN=C(O3)C4=CC=CC=C4)C5=CC=CC=C5,R13043,7.4
BrC1=CC=C(NC(=S)NN=CC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,R13044,7.4
CC(=O)C1=C(O)C=CC(CC2=CC=CC(=C2)C3=C(O)C4=CC=C(Cl)C=C4NC3=O)=C1,R13045,7.4
ClC1=CC=C(NC(=S)NN=CC2=CC=C(OC3=CC=C4C=CC=CC4=C3)C=C2)C=C1,R13046,7.4
FC1=CC=C(NC(=S)NN=CC2=CC=C(OC3=CC=C4C=CC=CC4=C3)C=C2)C=C1,R13047,7.4
OC(=O)C1=CC=C(C=C1)N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=CC=C6,R13048,7.4
OC(=O)C1=CC=C(C=C1)N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=C(O)C=C6,R13049,7.4
CCCCC(=O)ON=C1C2=CC=CC=C2C3=C1C(=NC4=CC=C(Br)C=C34)C5C=CN=C5,R13050,7.4
COC1=CC=C(C=C1)C2NN=C3C2SC4(N3C5=CC=C(Br)C=C5)C(=O)NC6=CC=CC=C46,R13051,7.4
OCCOCCN1C(=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC(=CC=C4)C(F)(F)F)C=C3)=C12)C#N,R13052,7.4
COC1=CC=CC=C1N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=C(Cl)C=C6,R13053,7.4
CC1=CC=CC=C1NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4Cl)C(=O)C3=O,R13054,7.4
CC1=CC=C(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4Cl)C(=O)C3=O)C=C1,R13055,7.4
COC1=CC=CC=C1NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4Cl)C(=O)C3=O,R13056,7.4
COC1=CC(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4Cl)C(=O)C3=O)=CC=C1,R13057,7.4
COC1=CC=C(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4Cl)C(=O)C3=O)C=C1,R13058,7.4
COC1=CC(C=O)=CC=C1OC(=O)COC(=O)CC2=CC=CC=C2NC3=C(Cl)C=CC=C3Cl,R13059,7.4
OC(=O)CN1C2=C(CN(CC2)C(=O)C3=C4C=CC=CC4=CC=C3)C5=CC(F)=CC=C15,R13060,7.4
S=C(NN=CC1=CC=C(OC2=CC=C3C=CC=CC3=C2)C=C1)NC4=CC=CC=C4,R13061,7.4
COC1=CC=C(C=C1)C2NN=C3C2SC4(N3C5=CC=CC=C5N(=O)=O)C(=O)NC6=CC=CC=C46,R13062,7.4
COC1=CC=CC=C1N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=CC=C6N(=O)=O,R13063,7.4
COCOC1=CC=C(CC2=CC=CC(=C2)C3=C(O)C4=CC=C(Cl)C=C4NC3=O)C=C1,R13064,7.4
OC(=O)CN1C2=C(CN(CC2)C(=O)C3=C4C=CC=CC4=CC=C3)C5=CC=CC=C15,R13065,7.4
COC1=CC=CC=C1N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=CC=C6,R13066,7.4
COC1=CC=CC=C1N2C3=NNC(C3SC24C(=O)NC5=CC=CC=C45)C6=CC=CC=C6O,R13067,7.4
CC1=CC=CC=C1NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C(=O)C3=O,R13068,7.4
CC1=CC(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C(=O)C3=O)=CC=C1,R13069,7.4
COC1=CC=C(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C(=O)C3=O)C=C1,R13070,7.4
COC1=CC=CC=C1NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C(=O)C3=O,R13071,7.4
COC1=CC(NC(=S)NC(=O)NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C(=O)C3=O)=CC=C1,R13072,7.4
CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5,R13073,7.4
CN(CCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12)C(=O)CO,R13074,7.4
CNCC1=CC=C(CC2=CC=CC(=C2)C3=C(O)C4=CC=C(Cl)C=C4NC3=O)C=C1,R13075,7.4
OC(C1CCN(CC1)C(=O)OC(C(F)(F)F)C(F)(F)F)(C2=CC3=C(OCO3)C=C2)C4=CC5=C(OCO5)C=C4,R13076,7.4
COC1=C2C=CC=CC2=C(/N=C(\N)/NC3=CC=C4CCC5=C4C3=CC=C5)C=C1,R13077,7.4
CN1C2=CC=CC=C2C(=NC(NC(=O)NC3=CC=CC(NC4=NN=NN4)=C3)C1=O)C5=CC=CC=C5,R13078,7.4
OCCCCCN1C=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C12,R13079,7.4
CC1=CC2=NC=NC(NC3=CC(Cl)=C(OC4=CC=CC(=C4)C(F)(F)F)C=C3)=C2N1CCOCCO,R13080,7.4
O=C1C(CCCC2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,R13081,7.4
O=C1C(CCCSC2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4,R13082,7.4
CC(CC(O)=O)CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3,R13083,3.5
FC1=CC=C(C=C1)C2=C(CN3CCCC3)NC(CNC4=CC=NC5=CC(Cl)=CC=C45)=N2,R13084,7.4
ClC1=CC=C2C(NCC3=NC(=C(CN4CCCC4)S3)C5=CC=CC=C5)=CC=NC2=C1,R13085,7.4
ClC1=CC=C(C=C1)C2=C(CN3CCCC3)NC(CNC4=CC=NC5=CC(Cl)=CC=C45)=N2,R13086,7.4
CN1CCC(CC1)C2=CN(C3=C2C(=CC=C3)C4=CN=CN=C4)C5=CC=C(F)C=C5,R13087,7.4
CC1=CC=CC(C)=C1C2=CC=CC(COC3=CC=C(CCC(O)=O)C(F)=C3)=C2,R13088,7.4
COC(=O)C1=C(C)NC(C)=C(C1C2=CC(F)=CC(F)=C2)C(=O)OCCOC3=CC=CC=C3,R13089,7.4
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)NC(=O)C4CCCCC4)C(F)(F)F,R13090,7.4
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)NC(=O)C4CCCCC4)C(F)(F)F,R13091,5.4
CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(=O)OC4OC(=O)C5=CC=CC=C45,R13092,1
O=C(N1N=NC2=CC=CC=C12)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5,R13093,7.4
CC1=CN(C2CCCN(CC3=CC(OC4=CC(Br)=CC=C4)=C(C=C3)C(O)=O)C2)C(=O)NC1=O,R13094,7.4
CC(C)OC1=C(CN(C(C)=O)C2=CC=C(Cl)C=C2OC3=CC=CC=C3)C=CC=C1,R13095,7.4
CC1=C(COC(=O)C(C)(C)OC2=CC=C(CCNC(=O)C3=CC=C(Cl)C=C3)C=C2)OC(=O)O1,R13096,7.4
CC1=CN(C2CCCN(CC3=CC(OC4=CC(Cl)=CC=C4)=C(C=C3)C(O)=O)C2)C(=O)NC1=O,R13097,7.4
OC(=O)CN1CN(C2=CC=CC=C2)C3(CCN(CC3)C(=O)OCC4=CC5=C(OCO5)C=C4Cl)C1=O,R13098,7.4
ClC1=CC=C2C(NCC3=NC(=C(CN4CCCC4)N3)C5=CC=CC=C5)=CC=NC2=C1,R13099,7.4
CC1=CC=CC=C1C2=CC=C(CNC3=CC=C(CCC(O)=O)C(F)=C3)C=C2,R13100,7.4
CC1=CC=CC=C1C2=CC=C(CNC3=CC=C(CCC(O)=O)C(F)=C3)C=C2,R13101,7.4
CC1=CN(C2CCCN(CC3=CC(OC4=CC(F)=CC=C4)=C(C=C3)C(O)=O)C2)C(=O)NC1=O,R13102,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(CN4C=NC5=CC=CC=C45)CC3)C(F)=C2,R13103,7.4
CN(CCC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)N3N=C(C4=C3CCCC4)C(F)(F)F,R13104,7.4
CNC(=O)C1=CC=CC2=C(NC3=CC=C(NS(C)(=O)=O)C=C3OC)C4=CC=CC(C)=C4N=C12,R13105,7.4
NC1=C2N=C(SC3=CC=CC=C3)N(C4OC5COP(=O)(OCC6=CC=CC=C6)OC5C4O)C2=NC=N1,R13106,7.4
CCC(C(COC(=O)C1=CC(Cl)=CC=C1)C2=CN=CN2C)C(=O)OCC3=CC=CC=C3,R13107,7.4
CC1=NC=C2CN(C3CCN(CC3)C(=O)CCS(=O)(=O)C4=CC=C5C=C(Cl)C=CC5=C4)C(=O)N12,R13108,7.4
ClC1=CC2=NC=CC(NCCCNCCCNC3=CC=NC4=CC(Cl)=CC=C34)=C2C=C1,R13109,5.5
FCCOCCOCCOCCOC1=C(NC(=O)CCl)C=C2C(NC3=CC(Cl)=C(Cl)C=C3F)=NC=NC2=C1,R13110,7.4
FC1=CC=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C(=O)C4=CC=C(I)C=C4,R13111,7
OCCCCCCNC1=CN2C(C=C1)=NC(=C2C3=CC=NC=C3)C4=CC=C(F)C=C4,R13112,7.4
COC1=CC=CC=C1N2CCN(CC3=CC=CC(NC(=O)C4=CC=C(F)N=C4)=C3)CC2,R13113,7.4
COC1=CC=C(C=CC(=O)C=C(O)C=CC2=CC=C(OCCF)C(OC)=C2)C=C1OC,R13114,7.4
CN(C)CC(=O)C(CC1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,R13115,7.4
S=C(NN=CC1=CC=C(OC2=CC=C3C=CC=CC3=C2)C=C1)NC4CCCCC4,R13116,7.4
CCCCS(=O)(=O)NC1=CC=C(NC2=C3C=CC=CC3=NC4=CC=CC=C24)C(OC)=C1,R13117,7.4
COC(=O)C1=CSC(=C1OC)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC=CC=C3NC4=CC=CC=C4,R13118,7.4
CC1(C)N=C(N)N=C(N)N1C2=CC=CC(COC3=CC=CC(=C3)C4=CC=CC=C4)=C2,R13119,6
CC1(C)N=C(N)N=C(N)N1C2=CC=CC(COC3=CC=CC(=C3)C4=CC=CC=C4)=C2,R13120,7.4
CN1C2=NC3=C(C=C(NC(=O)CNC(=O)C4CCCN4)C=C3)C2=C(C)C5=CC=CC=C15,R13121,2.5
CN1C2=NC3=C(C=C(NC(=O)CNC(=O)C4CCCN4)C=C3)C2=C(C)C5=CC=CC=C15,R13122,7.4
CN1C2=NC3=C(C=C(NC(=O)CNC(=O)C4CCCN4)C=C3)C2=C(C)C5=CC=CC=C15,R13123,9
BrC=1C=C(C(OC[C@@H]2C[C@@]3(OC)[C@H](N(C2)C)CC=4C5=C3C=CC=C5N(C4)C)=O)C=NC1,R13124,7.4
FC1=CC=C(C=C1)N2C=C(C3CCN(CCN4CCNC4=O)CC3)C5=CC(Cl)=CC=C52,R13125,7.4
ClC1=CC2=NC=CC(NCCNCCNCCNC3=CC=NC4=CC(Cl)=CC=C34)=C2C=C1,R13126,5.5
FC1=CC=C(C=2N(C(C(C)C)=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4)CC[C@@H](O)C[C@@H](O)CC(O)=O)C=C1,R13127,7.4
FC1=CC=C(C=2N(C(C(C)C)=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4)CC[C@@H](O)C[C@@H](O)CC(O)=O)C=C1,R13128,7
FC1=CC=C(C=2N(C(C(C)C)=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4)CC[C@@H](O)C[C@@H](O)CC(O)=O)C=C1,R13129,5
FC1=CC=C(C=2N(C(C(C)C)=C(C2C3=CC=CC=C3)C(=O)NC4=CC=CC=C4)CC[C@@H](O)C[C@@H](O)CC(O)=O)C=C1,R13130,2
CC(C)N1C(C=CC(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C3=CC=C(F)C=C3,R13131,7.4
COC1=CC=C2C=CC=C(N3CCN(CCNC(=O)C4=CC=C(F)C=C4)CC3)C2=C1,R13132,7.4
CCC(C(COC(=O)C1=CC=CC=C1)C2=CN=CN2C)C(=O)OCC3=CC=CC=C3,R13133,7.4
CC1=CC=C(NC(=S)NC(=O)NC2=CC3=C(C=C2)C(=O)C(=O)N3CC4=CC=CC=C4)C=C1,R13134,7.4
COC1=C(OC)C(C=CC(=O)N2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)=CC(=C1)N(=O)=O,R13135,7.4
CC1=NC2=CC=C(NC3=NC(CC4CCCCC4)=NC5=CC=CC=C35)C=C2N1CC=C,R13136,7.4
CN(CCCNC(=O)C1=CC=CC2=CC=CN=C12)CCCC3=NN(=O)=C4C=CC=CC4=N3=O,R13137,7.4
O=C1COC2=C(N1)N=C(CNC3CCN(CCN4C(=O)COC5=CC=C(C=C45)C#N)CC3)C=C2,R13138,7.4
NC(=O)C1CCCN1C(=O)C(CC2=CN(C=N2)C3OC(=O)C4=CC=CC=C34)NC(=O)C5CCC(=O)N5,R13139,7.4
CN=C(N)C1=CC=C(C=C1)N=C(N)C2=CC=C(C=C2)C(N)=NC3=CC=C(C=C3)C(N)=NC,R13140,1
CNC(=O)CN1CN(C2=CC=CC=C2)C3(CCN(CC4=CC5=C(OCO5)C=C4Cl)CC3)C1=O,R13141,7.4
